Delay time,Estimated Surface (sq m),Estimated Height (m),Floors,Num of Workers,Bad Weather Factor (%),Design Variation Factor (%),Material Factor (%),Gov Regulation Factor (%),Site Condition Factor (%)
3,2265,19,4,142,0.16,0.4,0.04,0.55,0.1
149,1009,10,3,43,0.16,0.32,0.02,0.83,0.33
144,1966,6,5,108,0.16,0.32,0.02,0.05,0.94
145,1722,21,4,120,0.16,0.16,0.05,0.23,0.32
12,280,23,5,94,0.16,0.48,0.06,0.82,0.12
8,2397,24,5,34,0.16,0.24,0.04,0.49,0.11
137,2141,19,1,19,0.16,0.4,0.02,0.12,0.36
113,2847,20,5,72,0.16,0.16,0.0,0.3,0.27
43,744,14,2,57,0.16,0.48,0.09,0.62,0.17
143,2892,12,2,81,0.16,0.4,0.02,0.05,0.03
76,795,11,6,131,0.16,0.16,0.12,0.1,0.0
0,530,7,6,110,0.16,0.24,0.02,0.05,0.5
140,283,11,6,22,0.16,0.24,0.02,0.47,0.33
137,1909,7,2,131,0.16,0.32,0.01,0.22,0.13
130,2567,14,1,16,0.16,0.24,0.02,0.32,0.74
126,815,5,2,76,0.16,0.24,0.01,0.86,0.29
140,2152,5,4,65,0.16,0.24,0.02,0.68,0.32
3,2213,19,2,25,0.16,0.24,0.04,0.63,0.57
133,2996,10,6,88,0.16,0.32,0.01,0.29,0.52
140,1781,5,5,99,0.16,0.48,0.02,0.12,0.53
146,1073,21,3,19,0.16,0.16,0.01,0.81,0.64
7,1100,6,4,25,0.16,0.32,0.04,0.13,0.75
139,2091,17,2,71,0.16,0.32,0.02,0.8,0.31
126,100,7,1,39,0.16,0.16,0.01,0.01,0.29
15,1364,18,6,10,0.16,0.4,0.03,0.61,0.12
123,1236,7,4,91,0.16,0.32,0.01,0.09,0.29
145,751,15,1,140,0.16,0.24,0.03,0.6,0.32
142,51,23,3,63,0.16,0.32,0.02,0.03,0.32
147,963,25,5,146,0.16,0.32,0.02,0.06,0.69
118,2989,14,2,88,0.16,0.48,0.0,0.26,0.28
4,2708,9,4,71,0.16,0.32,0.04,0.95,0.11
134,2971,10,6,103,0.16,0.24,0.01,0.62,0.31
142,2396,15,2,21,0.16,0.4,0.03,0.8,0.32
29,1626,12,3,148,0.16,0.4,0.07,0.93,0.14
26,2190,6,1,100,0.16,0.24,0.07,0.32,0.14
1,1461,19,1,140,0.16,0.4,0.04,0.1,0.1
128,791,7,3,143,0.16,0.4,0.01,0.99,0.3
142,385,13,6,148,0.16,0.48,0.01,0.75,0.32
131,1426,13,1,98,0.16,0.4,0.02,0.95,0.51
12,1578,19,1,135,0.16,0.24,0.03,0.59,0.12
137,20,22,1,119,0.16,0.4,0.02,0.72,0.36
4,339,21,2,29,0.16,0.16,0.04,0.71,0.86
139,2996,5,3,112,0.16,0.32,0.01,0.82,0.31
149,370,20,6,60,0.16,0.16,0.02,0.62,0.33
136,2553,7,6,52,0.16,0.16,0.0,0.07,0.31
143,512,23,6,111,0.16,0.16,0.02,0.97,0.55
25,2161,27,6,77,0.16,0.32,0.05,0.52,0.14
119,1995,30,3,90,0.16,0.08,0.01,0.81,0.28
6,466,28,4,123,0.16,0.4,0.02,0.25,0.11
127,1661,22,2,58,0.16,0.32,0.02,0.36,0.26
140,610,13,2,33,0.16,0.32,0.03,0.16,0.32
41,1544,24,5,106,0.16,0.4,0.11,0.23,0.16
143,1604,6,2,101,0.16,0.24,0.01,0.97,0.32
125,2818,16,6,48,0.16,0.24,0.02,0.16,0.29
119,1736,16,2,113,0.16,0.24,0.02,0.69,0.22
149,2736,21,1,26,0.16,0.16,0.04,0.57,0.33
33,3000,22,1,122,0.16,0.4,0.09,0.17,0.15
126,1052,8,5,91,0.16,0.4,0.02,0.34,0.75
145,802,9,4,131,0.16,0.4,0.03,0.37,0.32
142,1088,20,6,75,0.16,0.32,0.02,0.17,0.6
2,1447,15,4,106,0.16,0.16,0.03,0.22,0.1
149,1223,24,1,135,0.16,0.4,0.02,0.64,0.33
125,966,18,4,103,0.16,0.48,0.02,0.07,0.29
135,33,6,3,45,0.16,0.52,0.02,0.72,0.22
135,32,15,1,125,0.16,0.32,0.02,0.15,0.52
127,2106,13,3,30,0.16,0.16,-0.02,0.67,0.67
135,1895,17,4,101,0.16,0.16,0.04,0.28,0.88
14,1555,9,4,140,0.16,0.24,0.05,0.99,0.98
5,2057,26,3,100,0.16,0.4,0.03,0.68,0.11
148,1024,9,3,49,0.16,0.32,0.04,0.32,0.84
139,2654,8,6,16,0.16,0.4,0.03,0.0,0.31
129,2138,5,6,34,0.16,0.32,0.01,0.73,0.3
136,2127,20,3,114,0.16,0.4,0.01,0.53,0.31
2,1071,8,2,76,0.16,0.16,0.03,0.52,0.1
147,522,22,4,37,0.16,0.16,0.01,0.27,0.33
117,1905,20,2,24,0.16,0.4,0.01,0.66,0.73
145,2630,24,3,56,0.16,0.16,0.04,0.78,0.32
124,1430,5,5,30,0.16,0.48,-0.0,0.8,0.29
116,727,25,2,48,0.16,0.32,0.01,0.04,0.28
121,1733,20,2,69,0.16,0.16,0.01,0.26,0.29
37,2241,8,1,80,0.16,0.32,0.09,0.09,0.16
141,2573,25,3,92,0.16,0.24,0.02,0.63,0.57
121,2710,30,6,93,0.16,0.48,0.01,0.48,0.35
147,583,28,6,24,0.16,0.32,0.06,0.99,0.33
3,2725,18,2,133,0.16,0.52,0.03,0.41,0.1
127,683,26,4,17,0.16,0.24,0.0,0.54,0.3
133,2258,11,4,83,0.16,0.32,0.02,0.38,0.3
15,2926,13,5,43,0.16,0.24,0.06,0.6,0.12
10,800,15,3,118,0.16,0.24,0.04,0.45,0.12
147,2429,17,3,135,0.16,0.52,0.03,0.64,0.33
6,855,9,6,121,0.16,0.4,0.04,0.16,0.11
71,1820,17,1,26,0.16,0.16,0.15,0.75,0.21
136,1001,16,6,126,0.16,0.24,0.03,0.24,0.31
136,969,10,4,114,0.16,0.16,0.03,0.71,0.78
111,2890,25,5,28,0.16,0.48,-0.01,0.42,0.27
114,749,29,6,150,0.16,0.24,-0.01,0.27,0.25
149,1534,14,1,32,0.16,0.4,0.04,0.56,0.33
2,2545,18,4,64,0.16,0.16,0.04,0.39,0.1
142,1133,28,3,141,0.16,0.32,0.04,0.32,0.32
134,2540,18,2,140,0.16,0.52,0.02,0.59,0.31
126,597,22,1,12,0.16,0.52,-0.01,0.97,0.29
133,2541,29,5,144,0.16,0.16,0.01,0.42,0.3
3,2756,12,1,45,0.16,0.64,0.04,0.19,0.1
125,113,12,5,93,0.16,0.16,0.01,0.69,0.29
5,2783,13,4,61,0.16,0.24,0.02,0.93,0.11
126,2615,27,3,85,0.16,0.32,0.04,0.52,0.29
136,2282,25,2,82,0.16,0.32,0.0,0.69,0.31
130,840,6,2,34,0.16,0.4,0.01,0.4,0.3
116,1108,5,5,51,0.16,0.4,-0.01,0.87,0.28
133,1894,10,5,88,0.16,0.24,0.04,0.92,0.3
145,1927,20,4,28,0.16,0.16,0.02,0.32,0.32
142,1158,20,6,143,0.16,0.4,0.03,0.41,0.29
137,32,29,2,119,0.16,0.48,0.02,0.33,0.31
142,89,13,3,25,0.16,0.16,0.01,0.27,0.01
102,2482,23,1,11,0.16,0.48,-0.02,0.17,0.98
1,842,9,4,57,0.16,0.24,0.01,0.65,0.1
103,156,17,2,83,0.16,0.32,0.0,0.71,0.26
148,1044,28,4,43,0.16,0.32,0.04,0.23,0.33
37,1236,27,5,136,0.16,0.68,0.04,0.83,0.16
124,38,23,1,63,0.16,0.16,0.02,0.28,0.91
136,2189,24,4,76,0.16,0.24,0.02,0.9,0.31
145,1206,30,5,93,0.16,0.24,0.03,0.77,0.32
143,1016,14,4,37,0.16,0.32,0.02,0.7,0.57
125,589,18,6,19,0.16,0.16,0.01,0.07,0.29
127,1798,8,2,122,0.16,0.4,0.02,0.03,0.3
146,2522,21,5,54,0.16,0.4,0.04,0.68,0.32
144,2704,6,4,138,0.16,0.16,0.02,0.23,0.91
1,1850,14,6,111,0.16,0.4,0.05,0.53,0.81
139,1475,15,3,43,0.16,0.16,0.01,0.29,0.45
13,1609,12,4,50,0.16,0.48,0.03,0.97,0.67
102,1947,5,3,86,0.16,0.92,-0.01,0.72,0.26
139,2817,16,4,83,0.16,0.32,0.01,0.82,0.31
9,2456,8,5,143,0.16,0.24,0.02,0.41,0.11
123,2198,8,1,26,0.16,0.48,0.03,0.63,0.29
133,1269,27,4,59,0.16,0.64,0.01,0.37,0.3
6,2723,24,6,135,0.16,0.4,0.03,0.13,0.11
140,413,6,1,96,0.16,0.52,0.01,0.94,0.32
30,585,15,3,137,0.16,0.48,0.04,0.69,0.15
125,2249,7,5,30,0.16,0.08,0.02,0.88,0.29
148,83,14,5,38,0.16,0.32,0.02,0.24,0.33
56,770,17,5,87,0.16,0.48,0.08,0.68,0.19
135,987,6,6,10,0.16,0.24,0.01,0.05,0.31
148,1685,7,1,145,0.16,0.24,0.03,0.11,0.44
116,1736,20,6,64,0.16,0.24,0.02,0.81,0.05
139,386,21,1,62,0.16,0.32,0.02,0.6,0.31
22,1785,23,2,28,0.16,0.76,0.05,0.66,0.45
143,1426,9,5,94,0.16,0.48,0.05,0.63,0.32
134,2724,27,4,149,0.16,0.32,0.01,0.69,0.31
11,163,21,2,129,0.16,0.68,0.04,0.74,0.12
145,492,26,1,25,0.16,0.32,0.01,0.0,0.32
8,1271,14,1,72,0.16,0.24,0.03,0.89,0.57
141,2957,25,5,17,0.16,0.16,0.01,0.55,0.35
19,477,19,3,51,0.16,0.4,0.06,0.52,0.13
126,1879,6,1,129,0.16,0.24,0.02,0.18,0.29
104,2407,21,5,67,0.16,0.24,0.08,0.33,0.26
141,1790,15,1,64,0.16,0.16,0.02,0.86,0.32
121,348,25,4,105,0.16,0.4,0.0,0.49,0.29
13,972,13,2,115,0.16,0.4,0.04,0.01,0.12
133,677,6,1,103,0.16,0.32,0.01,0.81,0.85
3,1133,19,3,23,0.16,0.32,0.02,0.12,0.1
149,110,15,5,33,0.16,0.48,0.01,0.93,0.33
115,1017,29,3,56,0.16,0.16,-0.01,0.18,0.28
141,331,5,3,138,0.16,0.24,0.02,0.81,0.26
118,1891,22,4,135,0.16,0.52,0.0,0.92,0.28
127,2285,28,6,89,0.16,0.4,0.03,0.93,0.3
0,881,25,3,48,0.16,0.32,0.03,0.01,0.79
120,455,14,3,52,0.16,0.4,-0.01,0.79,0.28
1,1178,24,6,49,0.16,0.4,0.04,0.12,0.1
130,1874,15,1,21,0.16,0.52,0.01,0.05,0.51
63,2822,19,2,73,0.16,0.16,0.12,0.4,0.2
140,1247,22,6,37,0.16,0.68,0.02,0.93,0.32
127,1279,28,1,135,0.16,0.24,0.01,0.36,0.1
140,757,14,2,58,0.16,0.32,0.02,0.94,0.62
34,1935,27,6,129,0.16,0.48,0.08,0.99,0.15
144,2194,22,6,25,0.16,0.32,0.03,0.7,0.32
5,1750,12,4,108,0.16,0.16,0.05,0.73,0.11
7,1946,12,1,73,0.16,0.24,0.04,0.95,0.11
122,466,6,2,93,0.16,0.24,-0.01,0.98,0.29
12,1546,11,3,59,0.16,0.4,0.07,0.62,0.12
130,589,17,5,59,0.16,0.32,0.01,0.58,0.3
140,2749,21,5,42,0.16,0.48,0.01,0.39,0.32
4,2998,29,1,35,0.16,0.24,0.03,0.65,0.11
138,595,22,1,91,0.16,0.24,0.0,0.6,0.31
135,545,20,2,107,0.16,0.48,0.02,0.24,0.31
123,480,28,1,109,0.16,0.24,0.03,0.31,0.29
32,1360,8,6,145,0.16,0.32,0.08,0.39,0.15
128,1574,18,3,30,0.16,0.24,-0.01,0.61,0.3
126,101,7,5,68,0.16,0.48,0.02,0.41,0.29
5,480,7,3,75,0.16,0.32,0.04,0.0,0.11
133,212,7,1,114,0.16,0.32,-0.01,0.36,0.3
1,315,18,2,11,0.16,0.32,0.01,0.79,0.88
147,1190,10,5,124,0.16,0.4,0.01,0.73,0.33
125,976,12,1,95,0.16,0.24,0.0,0.25,0.29
126,978,29,1,146,0.16,0.32,0.01,0.73,0.29
11,2969,12,4,39,0.16,0.4,0.04,0.46,0.12
122,79,28,6,22,0.16,0.32,0.0,0.77,0.29
13,850,18,3,146,0.16,0.4,0.06,0.95,0.12
148,1152,14,5,53,0.16,0.52,0.05,0.65,0.33
22,973,19,5,127,0.16,0.48,0.06,0.8,0.13
142,648,16,2,112,0.16,0.24,0.01,0.03,0.32
117,1243,30,4,142,0.16,0.32,0.01,0.68,0.28
45,2340,21,3,130,0.16,0.24,0.09,0.93,0.17
123,1375,14,5,74,0.16,0.16,0.01,0.64,0.29
3,1325,12,4,36,0.16,0.16,0.02,0.38,0.1
141,1452,12,4,42,0.16,0.4,0.07,0.85,0.32
146,741,21,5,141,0.16,0.32,0.06,0.62,0.32
132,1324,17,1,149,0.16,0.16,0.0,0.1,0.3
4,1124,14,2,44,0.16,0.16,0.04,0.61,0.11
106,828,13,1,50,0.16,0.52,0.0,0.2,0.26
143,662,15,5,59,0.16,0.16,0.03,0.04,0.32
128,1298,29,4,90,0.16,0.4,0.01,0.89,0.3
120,676,19,6,23,0.16,0.48,0.01,0.28,0.28
2,2087,21,6,112,0.16,0.4,0.04,0.82,0.33
137,1674,25,1,91,0.16,0.32,0.01,0.32,0.31
132,1997,15,2,37,0.16,0.48,0.01,0.75,0.3
143,508,12,2,81,0.16,0.32,0.03,0.34,0.32
139,204,8,3,41,0.16,0.24,0.0,0.71,0.31
126,145,17,2,86,0.16,0.24,0.03,0.94,0.29
135,2722,28,1,99,0.16,0.32,0.01,0.95,0.31
16,1921,5,2,127,0.16,0.4,0.04,0.12,0.08
114,2846,19,4,136,0.16,0.52,0.0,0.41,0.28
130,2196,23,3,126,0.16,0.4,0.01,0.99,0.3
148,855,22,5,110,0.16,0.4,0.03,0.3,0.68
141,2935,17,5,21,0.16,0.4,0.03,0.14,0.32
122,2378,22,4,109,0.16,0.24,0.01,0.74,0.33
122,2268,11,5,92,0.16,0.4,0.0,0.1,0.29
142,915,9,3,139,0.16,0.48,0.02,0.86,0.32
132,298,18,5,25,0.16,0.48,-0.01,0.6,0.3
3,2796,17,2,19,0.16,0.24,0.04,0.61,0.1
119,2560,24,4,139,0.16,0.48,0.02,0.47,0.28
121,1676,21,2,103,0.16,0.16,0.01,0.12,0.58
146,2689,15,4,113,0.16,0.24,0.03,0.12,0.32
137,614,21,3,58,0.16,0.32,0.01,0.93,0.31
1,924,12,5,45,0.16,0.32,0.03,0.64,0.01
130,2799,23,1,68,0.16,0.24,0.0,0.58,0.3
120,423,27,1,18,0.16,0.32,0.02,0.36,0.28
137,2942,21,3,142,0.16,0.32,0.02,0.99,0.78
18,2665,16,4,122,0.16,0.24,0.03,0.14,0.13
147,2701,6,6,84,0.16,0.24,0.04,0.68,0.33
1,1714,23,5,103,0.16,0.24,0.04,0.48,0.1
129,1590,27,4,101,0.16,0.16,0.02,0.12,0.3
134,2762,10,5,43,0.16,0.52,0.02,0.04,0.54
127,1457,19,4,18,0.16,0.4,0.01,0.51,0.3
138,1689,25,3,60,0.16,0.4,0.02,0.05,0.31
132,405,24,5,23,0.16,0.16,0.0,0.44,0.3
121,1185,23,4,73,0.16,0.16,0.02,0.31,0.29
15,2817,24,2,48,0.16,0.16,0.02,0.85,0.12
143,1757,23,5,45,0.16,0.4,0.03,0.89,0.32
141,984,23,6,99,0.16,0.32,0.01,0.35,0.32
145,2893,19,2,103,0.16,0.48,0.02,0.06,0.32
141,780,21,6,66,0.16,0.68,0.01,0.58,0.32
11,2950,20,1,70,0.16,0.32,0.05,0.05,0.77
130,469,29,5,37,0.16,0.68,-0.0,0.11,0.78
1,2729,28,1,111,0.16,0.16,0.04,0.32,0.1
143,2094,25,1,59,0.16,0.52,0.01,0.81,0.32
143,1266,26,4,24,0.16,0.24,0.02,0.55,0.32
126,1185,28,6,107,0.16,0.48,0.0,0.89,0.29
0,2408,21,6,135,0.16,0.24,0.02,0.37,0.5
130,2727,25,5,14,0.16,0.24,0.01,0.3,0.3
141,2367,20,4,99,0.16,0.24,0.03,0.44,0.32
139,414,14,1,16,0.16,0.4,0.03,0.03,0.62
11,2104,27,3,51,0.16,0.4,0.05,0.77,0.12
138,60,16,1,43,0.16,0.24,0.01,0.74,0.81
40,2861,22,2,16,0.16,0.24,0.1,0.09,0.16
18,2040,18,6,38,0.16,0.32,0.02,0.9,0.13
141,2639,25,5,115,0.16,0.24,0.01,0.05,0.32
120,2326,20,3,21,0.16,0.64,-0.0,0.7,0.28
14,413,13,5,92,0.16,0.4,0.05,0.18,0.12
138,2265,10,4,33,0.16,0.48,0.02,0.52,0.31
139,2767,28,4,67,0.16,0.32,0.02,0.3,0.31
130,331,18,3,10,0.16,0.32,0.01,0.58,0.55
129,2071,20,6,144,0.16,0.48,0.0,0.38,0.3
133,2878,6,3,97,0.16,0.48,0.02,0.93,0.3
138,201,28,6,68,0.16,0.24,0.01,0.26,0.31
126,1714,18,2,88,0.16,0.92,0.02,0.51,0.29
141,433,30,2,105,0.16,0.4,0.01,0.76,0.32
137,1788,13,5,106,0.16,0.32,0.0,0.75,0.31
139,329,23,2,19,0.16,0.48,0.01,0.34,0.7
21,2520,13,1,23,0.16,0.48,0.04,0.76,0.13
10,2529,26,4,143,0.16,0.48,0.06,0.28,0.12
143,1808,14,5,13,0.16,0.48,0.02,0.65,0.32
125,144,22,5,72,0.16,0.24,-0.0,0.88,0.29
141,31,24,2,105,0.16,0.4,0.02,0.11,0.32
131,2472,5,5,42,0.16,0.52,0.0,0.66,0.3
131,274,14,1,63,0.16,0.32,0.03,0.17,0.3
141,2871,25,5,104,0.16,0.24,0.02,0.55,0.32
5,1359,6,6,129,0.16,0.4,0.04,0.94,0.11
139,1175,6,2,82,0.16,0.24,0.02,0.38,0.31
3,2068,18,5,12,0.16,0.24,0.01,0.39,0.1
11,2383,8,1,42,0.16,0.24,0.03,0.77,0.12
138,973,27,3,99,0.16,0.48,0.02,0.97,0.97
134,1823,13,1,101,0.16,0.52,0.01,0.48,0.31
128,2646,8,3,53,0.16,0.16,0.01,0.69,0.24
137,1883,23,2,26,0.16,0.48,0.0,0.3,0.89
149,2559,15,3,22,0.16,0.68,0.03,0.38,0.33
1,552,13,5,123,0.16,0.24,0.03,0.84,0.95
138,1313,22,4,121,0.16,0.48,0.0,0.95,0.31
122,619,14,3,66,0.16,0.24,-0.01,0.83,0.29
4,69,27,1,149,0.16,0.16,0.03,0.22,0.34
144,2326,24,2,121,0.16,0.4,0.02,0.31,0.64
18,2325,30,5,95,0.16,0.4,0.07,0.95,0.13
123,729,7,4,97,0.16,0.16,0.0,0.8,0.05
117,2291,24,6,100,0.16,0.24,-0.0,0.75,0.72
147,328,22,6,77,0.16,0.32,0.03,0.38,0.33
141,291,7,2,38,0.16,0.48,0.02,0.18,0.32
8,254,16,4,125,0.16,0.52,0.02,0.14,0.11
133,1001,27,1,98,0.16,0.24,0.0,0.24,0.3
1,53,14,2,143,0.16,0.4,0.04,0.9,0.1
141,2058,14,5,57,0.16,0.32,0.02,0.02,0.32
139,1236,29,3,80,0.16,0.48,0.02,0.72,0.31
130,2327,17,4,112,0.16,0.32,0.01,0.19,0.3
125,2454,8,4,90,0.16,0.48,0.02,0.81,0.29
122,1600,19,4,141,0.16,0.4,0.01,0.79,0.29
138,2824,15,1,107,0.16,0.24,0.02,0.39,0.31
136,2303,11,6,53,0.16,0.24,0.01,0.54,0.31
120,452,6,2,78,0.16,0.32,0.03,0.59,0.28
21,2215,23,2,89,0.16,0.52,0.06,0.23,0.13
3,2672,20,3,100,0.16,0.16,0.03,0.91,0.6
7,1328,20,6,127,0.16,0.16,0.05,0.87,0.11
124,1319,17,4,39,0.16,0.48,0.02,0.4,0.29
124,1507,12,4,150,0.16,0.16,0.0,0.15,0.29
133,1870,17,5,61,0.16,0.48,0.02,0.65,0.3
138,2787,26,2,25,0.16,0.4,0.03,0.32,0.31
140,1924,24,5,76,0.16,0.4,0.03,0.41,0.32
132,2250,29,5,135,0.16,0.4,0.03,0.42,0.3
130,295,7,4,52,0.16,0.32,0.0,0.41,0.3
133,937,14,6,75,0.16,0.24,0.01,0.2,0.3
1,2283,10,2,38,0.16,0.32,0.02,0.62,0.1
127,819,8,2,63,0.16,0.24,0.0,0.52,0.13
142,246,20,5,41,0.16,0.4,0.03,0.46,0.32
133,2143,30,2,139,0.16,0.48,0.02,0.96,0.3
0,137,21,3,96,0.16,0.32,0.05,0.58,0.07
144,1132,19,1,108,0.16,0.52,0.03,0.89,0.32
107,943,10,2,29,0.16,0.16,0.01,0.91,0.26
124,2027,19,6,22,0.16,0.48,0.01,0.72,0.78
127,793,11,2,32,0.16,0.4,0.0,0.71,0.11
0,1251,12,3,26,0.16,0.68,0.04,0.27,0.5
133,2129,16,5,147,0.16,0.32,-0.0,0.5,0.3
132,1350,7,2,11,0.16,0.48,0.01,0.95,0.3
5,116,29,1,149,0.16,0.24,0.04,0.96,0.95
127,1071,18,2,124,0.16,0.32,0.02,0.46,0.3
63,402,25,2,98,0.16,0.24,0.09,0.73,0.2
130,1434,22,6,42,0.16,0.16,0.01,0.25,0.3
26,2087,9,4,12,0.16,0.64,0.06,0.58,0.14
132,2594,29,6,102,0.16,0.4,0.03,0.67,0.3
40,48,18,1,118,0.16,0.4,0.07,0.16,0.2
149,2193,23,4,99,0.16,0.48,0.03,0.82,0.33
138,1300,19,2,72,0.16,0.32,0.02,0.74,0.31
146,2622,28,3,99,0.16,0.24,0.02,0.03,0.32
132,2536,10,5,70,0.16,0.16,0.01,0.38,0.24
2,135,10,3,62,0.16,0.16,0.03,0.81,0.1
97,1716,17,6,66,0.16,0.52,0.0,0.46,0.25
149,972,18,4,124,0.16,0.4,0.04,0.41,0.33
125,135,22,6,25,0.16,0.4,0.02,0.98,0.78
131,471,12,1,128,0.16,0.4,0.02,0.21,0.3
149,1796,21,1,98,0.16,0.24,0.02,0.07,0.61
134,2182,29,4,62,0.16,0.32,0.03,0.6,0.31
142,2579,18,6,52,0.16,0.32,0.04,0.89,0.09
105,217,28,6,113,0.16,0.48,-0.0,0.88,0.26
142,1640,25,1,114,0.16,0.16,0.02,0.23,0.32
122,99,25,2,78,0.16,0.32,0.01,0.01,0.43
59,2110,19,6,50,0.16,0.52,0.1,0.83,0.19
1,921,19,3,22,0.16,0.24,0.01,0.7,0.1
116,2862,17,4,86,0.16,0.68,-0.01,0.28,0.28
133,455,12,3,78,0.16,0.24,0.0,0.58,0.45
130,25,11,5,44,0.16,0.16,0.01,0.18,0.3
132,2940,8,1,73,0.16,0.32,0.01,0.58,0.3
13,263,11,4,112,0.16,0.4,0.06,0.22,0.12
149,2664,25,3,34,0.16,0.48,0.05,0.25,0.51
125,1058,16,4,97,0.16,0.16,0.17,0.72,0.49
142,412,7,6,124,0.16,0.24,0.04,0.61,0.32
129,1787,26,2,60,0.16,0.48,0.02,0.03,0.3
6,2715,28,5,135,0.16,0.64,0.03,0.31,0.9
39,1277,27,5,86,0.16,0.4,0.12,0.67,0.16
6,910,21,6,28,0.16,0.16,0.02,0.74,0.11
149,764,13,1,124,0.16,0.4,0.03,0.74,0.33
5,2482,26,2,113,0.16,0.24,0.04,0.67,0.11
33,144,12,2,113,0.16,0.4,0.08,0.34,0.49
147,1512,14,3,66,0.16,0.48,0.02,0.13,0.33
0,1376,15,5,71,0.16,0.16,0.04,0.51,0.5
122,518,25,2,47,0.16,0.32,0.02,0.56,0.29
5,2395,21,2,91,0.16,0.4,0.02,0.4,0.11
125,381,19,6,90,0.16,0.32,0.01,0.79,0.02
143,790,28,1,69,0.16,0.24,0.04,0.86,0.32
11,941,15,5,122,0.16,0.32,0.06,0.38,0.12
143,2545,11,5,99,0.16,0.48,0.04,0.63,0.32
70,417,16,1,100,0.16,0.16,0.13,0.8,0.21
26,1389,16,5,129,0.16,0.16,0.04,0.74,0.14
3,134,18,1,45,0.16,0.32,0.05,0.82,0.1
22,657,18,4,29,0.16,0.4,0.08,0.5,0.13
145,2732,28,4,52,0.16,0.4,0.02,0.85,0.32
8,2089,30,4,46,0.16,0.24,0.04,0.52,0.11
143,1170,21,5,47,0.16,0.24,0.01,0.98,0.19
131,136,29,5,128,0.16,0.52,0.03,0.87,0.3
146,2306,15,1,25,0.16,0.16,0.03,0.42,0.32
10,514,30,5,72,0.16,0.4,0.04,0.87,0.12
1,1737,25,5,141,0.16,0.24,0.02,0.45,0.1
13,155,7,5,19,0.16,0.16,0.05,0.97,0.96
148,632,17,6,130,0.16,0.48,0.01,0.74,0.33
29,2475,23,6,72,0.16,0.64,0.03,0.72,0.45
39,1032,27,2,118,0.16,0.24,0.05,0.42,0.16
136,490,29,6,15,0.16,0.52,0.01,0.02,0.31
16,2729,13,5,104,0.16,0.24,0.03,0.93,0.12
18,438,5,2,11,0.16,0.16,0.06,0.8,0.13
146,785,21,1,132,0.16,0.52,0.02,0.08,0.32
136,2374,21,6,65,0.16,0.4,0.04,0.62,0.25
138,1600,12,2,114,0.16,0.24,0.01,0.72,0.31
122,428,25,4,134,0.16,0.32,0.01,0.93,0.29
26,1668,22,5,65,0.16,0.4,0.04,0.69,1.0
138,1652,11,6,108,0.16,0.32,0.02,0.56,0.31
125,1799,25,5,129,0.16,0.32,0.01,0.24,0.33
148,2215,30,6,88,0.16,0.32,0.04,0.45,0.33
130,1828,6,6,66,0.16,0.4,0.01,0.09,0.53
146,546,7,5,78,0.16,0.88,0.01,0.83,0.32
37,2574,11,1,88,0.16,0.32,0.09,0.9,0.87
137,2407,24,5,60,0.16,0.48,0.0,0.13,0.31
130,1905,27,6,15,0.16,0.64,0.02,0.12,0.3
132,401,14,5,83,0.16,0.32,-0.01,0.6,0.3
5,2274,9,4,127,0.16,0.32,0.04,0.52,0.11
134,2970,18,1,134,0.16,0.4,0.02,0.87,0.31
13,2748,18,5,39,0.16,0.24,0.04,0.78,0.12
1,2815,21,5,113,0.16,0.32,0.01,0.6,0.87
149,1023,5,1,94,0.16,0.4,-0.01,0.99,0.33
132,1788,16,1,94,0.16,0.52,0.02,0.19,0.3
126,2978,27,5,133,0.16,0.4,-0.0,0.99,0.29
129,2926,29,5,67,0.16,0.4,-0.01,0.84,0.3
148,647,25,2,43,0.16,0.24,0.06,0.82,0.07
13,2263,12,6,45,0.16,0.24,0.03,0.14,0.12
145,2614,7,6,67,0.16,0.4,0.02,0.32,0.32
21,542,20,1,72,0.16,0.52,0.08,0.22,0.13
49,2219,20,2,102,0.16,0.4,0.1,0.46,0.18
137,592,28,2,84,0.16,0.4,-0.01,0.14,0.99
148,2181,27,2,76,0.16,0.64,0.0,0.53,0.33
141,2761,14,6,69,0.16,0.52,0.03,0.46,0.32
135,2145,18,2,133,0.16,0.48,0.01,0.77,0.31
12,1314,5,3,82,0.16,0.32,0.04,0.69,0.39
144,2011,10,6,67,0.16,0.4,0.02,0.05,0.32
129,177,28,1,84,0.16,0.64,0.02,0.08,0.0
141,1300,25,5,126,0.16,0.64,0.02,0.08,0.5
129,1278,22,5,55,0.16,0.24,0.0,0.7,0.3
17,2725,16,5,26,0.16,0.24,0.06,0.86,0.13
26,252,26,6,24,0.16,0.52,0.05,0.98,0.51
24,838,26,3,79,0.16,0.16,0.07,0.82,0.14
43,1420,18,2,65,0.16,0.24,0.09,0.46,0.45
131,2993,11,1,61,0.16,0.52,0.02,0.19,0.06
135,1467,25,1,29,0.16,0.24,0.02,0.91,0.31
139,323,13,3,49,0.16,0.4,0.02,0.8,0.31
149,940,28,3,121,0.16,0.32,0.02,0.68,0.4
137,1901,29,1,92,0.16,0.48,0.03,0.78,0.04
34,1226,25,1,119,0.16,0.24,0.06,0.4,0.3
17,2447,6,5,59,0.16,0.32,0.05,0.7,0.13
20,462,29,5,105,0.16,0.48,0.05,0.61,0.45
